Star Rating,Monster Name,Quest,Runner,Time,Weapon,Platform,Ruleset
6,Ruiner Nergigante,Ode to the Destruction,アヘ顔のやわら (Yawara),"03'14""46",Switch Axe,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Ragnar,"03'15""16",Bow,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Casablanca,"03'15""30",Bow,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,대전설GLGD,"03'15""61",Dual Blades,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,マサ (masa),"03'16""10",Dual Blades,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Alternum,"03'16""45",Insect Glaive,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,ゆうひら (YU/HIRA),"03'17""00",Great Sword,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,z00p,"03'17""08",Sword And Shield,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Haruka GRAM,"03'17""13",Long Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,떼껄룩,"03'17""23",Hammer,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,fatalisrx,"03'17""30",Great Sword,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Beer,"03'18""86",Sword And Shield,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,HCZS,"03'18""96",Charge Blade,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Millan Rain,"03'19""01",Bow,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,SIN,"03'19""28",Switch Axe,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,りざRZX,"03'19""53",Bow,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,とないと (tonight),"03'19""60",Bow,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,ふなつべ,"03'19""88",Gunlance,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,为了实现最后的梦,"03'20""10",Long Sword,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Mzly,"03'20""66",Long Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,yinyin lai,"03'20""76",Charge Blade,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,はおー (Haoh),"03'21""41",Light Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Minton,"03'21""51",Bow,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,ラギア (Ragia),"03'21""68",Bow,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,あーるえむ,"03'21""93",Long Sword,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,あーるえむ,"03'21""93",Long Sword,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,けるこ,"03'23""80",Light Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,けるこ,"03'23""80",Light Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,けるこ,"03'24""16",Light Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,けるこ,"03'24""16",Light Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Casablanca,"03'24""21",Bow,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,りざRZX,"03'24""48",Bow,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Honey Butter,"03'24""80",Long Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,crafter_king_,"03'24""83",Dual Blades,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Ryo,"03'25""05",Gunlance,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,ぼーJr. (BowJr.),"03'25""25",Gunlance,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Peppo,"03'25""38",Long Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Jahimees,"03'25""88",Hammer,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Flawless,"03'25""91",Switch Axe,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,とらこ (Torako),"03'26""33",Sword And Shield,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Jet Lily,"03'26""95",Great Sword,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,お肉 (oniku),"03'27""40",Great Sword,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,ko-shi,"03'27""98",Great Sword,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Theo,"03'28""00",Charge Blade,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,김별,"03'28""06",Long Sword,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,suzume,"03'28""56",Sword And Shield,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,crafter_king_,"03'28""63",Long Sword,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Ryan,"03'29""00",Great Sword,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,내가몬헌발명,"03'29""01",Gunlance,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,TAKE,"03'29""18",Great Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,AlanChen,"03'29""38",Light Bowgun,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,TiiEleven,"03'30""06",Charge Blade,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Cyrus,"03'30""21",Sword And Shield,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Jay,"03'30""31",Insect Glaive,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,レガリア (Regalia),"03'31""15",Switch Axe,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,HCZS,"03'31""56",Charge Blade,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,casti94,"03'31""85",Hunting Horn,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,TriTran,"03'32""20",Light Bowgun,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,ねね (Nene),"03'32""33",Light Bowgun,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,ラギア (Ragia),"03'32""68",Bow,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,ぼーJr. (BowJr.),"03'32""71",Gunlance,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Del-Pi,"03'33""13",Sword And Shield,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Pacifist,"03'33""21",Charge Blade,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Jay,"03'33""75",Insect Glaive,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Haruka GRAM,"03'34""01",Long Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,ワイ氏 (Wai-shi),"03'34""25",Great Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,ko-shi,"03'34""36",Great Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,活潑君 (RIO),"03'35""03",Gunlance,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Scrillix,"03'35""51",Switch Axe,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,りざRZX,"03'35""55",Bow,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,お肉 (oniku),"03'35""81",Great Sword,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,casti94,"03'36""81",Long Sword,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,pepo,"03'37""40",Hammer,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,김별,"03'37""48",Long Sword,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,かげろう (Kagerou),"03'37""70",Long Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,MAX,"03'38""18",Charge Blade,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,HCZS,"03'38""60",Charge Blade,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,ゼロX (Zero X),"03'39""51",Switch Axe,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,为了实现最后的梦,"03'39""51",Long Sword,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Beer,"03'39""58",Sword And Shield,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,factory super,"03'40""11",Switch Axe,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,factory super,"03'40""11",Switch Axe,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,ぜん (Zen),"03'40""23",Sword And Shield,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,ケツの割れ目桃太 (Ketsunowarememomota),"03'40""56",Long Sword,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Jahimees,"03'40""66",Hammer,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,ryoko,"03'40""68",Long Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,내가몬헌발명,"03'40""68",Gunlance,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,いわたわし (Iwatawashi),"03'41""21",Charge Blade,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,DEVA,"03'41""53",Charge Blade,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,まふゆ,"03'42""05",Charge Blade,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,TyOx MH,"03'42""20",Gunlance,Xbox,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Alternum,"03'42""63",Insect Glaive,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,ほっかいどう,"03'42""83",Long Sword,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Ryo,"03'43""31",Gunlance,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,TyOx MH,"03'43""83",Gunlance,Xbox,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,c.c.,"03'43""93",Gunlance,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Haruka GRAM,"03'44""35",Long Sword,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,la1556,"03'44""98",Insect Glaive,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,AngBata 11,"03'45""01",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,ねね (Nene),"03'45""43",Light Bowgun,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Kusaemon,"03'45""46",Switch Axe,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Glucosio,"03'46""10",Hammer,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,GEEK,"03'46""25",Dual Blades,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Zephy,"03'46""60",Charge Blade,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,RYO,"03'47""08",Long Sword,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,벨멜료 (Vermello),"03'47""80",Dual Blades,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Laura,"03'48""36",Bow,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,ぼーJr. (BowJr.),"03'48""41",Gunlance,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,玄茶,"03'48""66",Hammer,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Jay,"03'48""90",Insect Glaive,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,おるめす (Orumesu),"03'49""15",Long Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Momo_Baguette,"03'49""76",Insect Glaive,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Pochi,"03'50""91",Insect Glaive,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,pepo,"03'51""08",Hammer,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,ね,"03'51""10",Long Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,とらこ (Torako),"03'51""83",Sword And Shield,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,SH3RMSY,"03'52""03",Charge Blade,Xbox,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,buk,"03'52""16",Charge Blade,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,活潑君 (RIO),"03'52""28",Gunlance,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,白夜 (Byakuya),"03'52""56",Gunlance,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,ボム (Bomb),"03'52""85",Great Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,シロネコ (Shironeko),"03'53""18",Long Sword,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,dedede,"03'53""45",Insect Glaive,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,keta,"03'54""80",Long Sword,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,HCZS,"03'55""06",Charge Blade,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,떼껄룩,"03'55""15",Hammer,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Honey Butter,"03'55""30",Long Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,RYO,"03'56""95",Long Sword,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,dedede,"03'57""35",Hunting Horn,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,GEEK,"03'57""35",Dual Blades,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,でっていう,"03'57""35",Hunting Horn,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,黑化由岐,"03'57""43",Dual Blades,PC # PS4?,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,naな4,"03'57""56",Gunlance,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,蜂蜜ゆうた (Yuuta),"03'57""58",Lance,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Arudo,"03'58""38",Gunlance,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Kusaemon,"03'58""40",Switch Axe,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,infi (いんふぃ),"03'58""98",Long Sword,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Wata.,"03'59""05",Gunlance,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,かげろう (Kagerou),"03'59""18",Long Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Yugo,"03'59""40",Sword And Shield,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Attacker,"03'59""81",Dual Blades,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,なつめ棗 (Natsume),"04'00""71",Dual Blades,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Kingwel,04'00'03,Great Sword,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,白夜 (Byakuya),"04'01""20",Gunlance,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,naな4,"04'01""26",Gunlance,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,DRE,"04'01""35",Switch Axe,Xbox,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Blazek,"04'02""70",Sword And Shield,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,抹茶 (Matcha),"04'04""01",Gunlance,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,だばだばどぅ (Dabadabadou),"04'04""81",Lance,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Pacifist,"04'05""46",Charge Blade,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,えるにか (Lnica),"04'05""58",Long Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,keta,"04'05""83",Long Sword,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Del-Pi,"04'05""90",Sword And Shield,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,はると (Haruto),"04'07""65",Long Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,トーカ (Toka),"04'07""85",Sword And Shield,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Alternum,"04'08""25",Insect Glaive,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,黑化由岐,"04'09""88",Dual Blades,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,yuuki,"04'10""66",Long Sword,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,GEEK,"04'11""05",Dual Blades,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,ryoko,"04'11""30",Long Sword,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,むぎ (mugi),"04'11""86",Sword And Shield,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,いわたわし (Iwatawashi),"04'12""33",Charge Blade,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,nursEcoli,"04'13""01",Dual Blades,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,cie_n,"04'14""55",Hunting Horn,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,yuuki,"04'18""21",Long Sword,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,シロネコ (Shironeko),"04'18""30",Long Sword,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,ノイ (Noi),"04'19""45",Light Bowgun,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Mistil,"04'20""20",Great Sword,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,ぼーJr. (BowJr.),"04'20""26",Gunlance,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Aster,"04'20""31",Long Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Alternum,"04'21""08",Insect Glaive,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Misha,"04'21""25",Long Sword,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,hf,"04'21""43",Light Bowgun,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Kariashi (Binary Star),"04'21""56",Dual Blades,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Wata.,"04'23""50",Gunlance,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,のら (Nora),"04'25""10",Switch Axe,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,ryoko,"04'25""70",Switch Axe,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,MetalMegaMike,"04'26""28",Insect Glaive,Xbox,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Kariashi (Binary Star),"04'27""95",Dual Blades,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,la1556,"04'28""38",Insect Glaive,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,NoeL,"04'29""10",Insect Glaive,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,YAMA,"04'29""63",Gunlance,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,무한루프,"04'29""63",Charge Blade,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,MasterBaker,"04'30""55",Great Sword,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,アクセル (AXL),"04'32""86",Switch Axe,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Guardogaron,"04'33""10",Lance,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,DEVA,"04'33""11",Charge Blade,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,トーカ (Toka),"04'34""30",Switch Axe,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,ぐっちゃま (Guccyama),"04'34""40",Hunting Horn,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,なつめ棗 (Natsume),"04'35""36",Dual Blades,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,蜂蜜ゆうた (Yuuta),"04'35""90",Lance,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,笑さん (warasan),"04'36""63",Insect Glaive,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,마지 (MAZY),"04'36""86",Long Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,yuuki,"04'36""98",Long Sword,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,ins2,"04'37""55",Insect Glaive,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,黑化由岐,"04'38""40",Dual Blades,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,casti94,"04'41""13",Hunting Horn,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,나으리 (Meowster),"04'42""40",Hunting Horn,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Alex_,"04'42""53",Lance,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,ヤノ氏「紅」 (Yanoshi Kurenai),"04'43""13",Hunting Horn,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,sun__eater__,"04'44""18",Hunting Horn,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,NeroZed,"04'44""25",Long Sword,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Wata.,"04'44""78",Gunlance,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,criisd98,"04'46""76",Charge Blade,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,NoeL,"04'48""41",Insect Glaive,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,ゴン (Gon),"04'48""73",Dual Blades,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,RadioUnit (아이스본망겜),"04'49""28",Hunting Horn,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,KCGemini,"04'50""03",Lance,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Joni,"04'51""88",Switch Axe,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,TBT,"04'52""45",Light Bowgun,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,チャンプ (Champ),"04'52""48",Insect Glaive,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Yugo,"04'53""03",Long Sword,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,ヤノ氏「紅」 (Yanoshi Kurenai),"04'53""10",Hunting Horn,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Farah,"04'53""28",Hunting Horn,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,黑化由岐,"04'53""31",Dual Blades,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,ハシク (Hashiku),"04'54""71",Long Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,나으리 (Meowster),"04'55""06",Hunting Horn,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,ハシク (Hashiku),"04'55""48",Great Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,こんにゃくん (Konnyaku),"04'55""51",Switch Axe,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,みら (Mira),"04'55""65",Hunting Horn,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,luna,"04'56""21",Light Bowgun,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,ぐりん,"04'56""43",Hunting Horn,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Mi-Co Bedun,"04'57""11",Insect Glaive,Xbox,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,KCGemini,"04'57""88",Lance,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,笑さん (warasan),"04'59""41",Hunting Horn,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,トーカ (Toka),"04'59""58",Insect Glaive,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction, PongPong LEE,"05'12""91",Light Bowgun,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Guardogaron,"05'13""66",Lance,Xbox,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,shota (ショータ),"05'17""15",Hunting Horn,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,woodfishman,"05'21""26",Lance,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Benji-boi,"05'23""33",Hunting Horn,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,렵적맨,"05'38""88",Hunting Horn,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,luna,"05'47""05",Light Bowgun,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,DanteMundus,"05'51""10",Long Sword,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,V_oz,"06'01""78",Charge Blade,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Fox Invictus,"06'18""21",Switch Axe,PS4,Freestyle
6,Safi'jiiva,The Red Dragon,Note,"06'53""56",Dual Blades,PC,Freestyle
6,Safi'jiiva,The Red Dragon,SDHunter,"06'57""33",Light Bowgun,PS4,Freestyle
6,Safi'jiiva,The Red Dragon, PongPong LEE,"07'16""40",Light Bowgun,PS4,Freestyle
6,Safi'jiiva,The Red Dragon,Note,"07'24""06",Dual Blades,PC,Freestyle
6,Safi'jiiva,The Red Dragon,SDHunter,"07'36""76",Light Bowgun,PS4,Freestyle
6,Safi'jiiva,The Red Dragon,Witchdoctor,"08'01""55",Insect Glaive,PC,Freestyle
